reference,source,sentence_raw,construction,verb,dependency,final_input
ANC,naturalistic_data_academic,"This week, the government arrested Jose Abello Silva, said to be the fourth-ranking cartel leader.",8,say,verb xcomp ,"verb xcomp  [SEP] say [SEP] This week, the government arrested Jose Abello Silva, said to be the fourth-ranking cartel leader."
ANC,naturalistic_data_academic,"A spokesman for the Toronto cable television and telecommunications concern said the coupon rate hasn't yet been fixed, but will probably be set at around 8%.",6,fix,nsubjpass aux neg advmod auxpass verb ,"nsubjpass aux neg advmod auxpass verb  [SEP] fix [SEP] A spokesman for the Toronto cable television and telecommunications concern said the coupon rate hasn't yet been fixed, but will probably be set at around 8%."
ANC,naturalistic_data_academic,"RMS said it had a loss of $158,666, or 10 cents a share, in the third quarter, compared with a year-earlier loss of $26,956, or two cents a share.",8,have,PRON verb dobj prep punct prep ,"PRON verb dobj prep punct prep  [SEP] have [SEP] RMS said it had a loss of $158,666, or 10 cents a share, in the third quarter, compared with a year-earlier loss of $26,956, or two cents a share."
ANC,naturalistic_data_academic,"Jobs were scarce in other steel-exporting countries, and labor laws were either non-existent or allowed employers to pay much less for work.",8,allow,verb ccomp ,"verb ccomp  [SEP] allow [SEP] Jobs were scarce in other steel-exporting countries, and labor laws were either non-existent or allowed employers to pay much less for work."
ANC,naturalistic_data_academic,Trying to prop up one city‚ mills was impossible when faced with the depression that spread throughout the entire industry.,1,prop,aux verb prt dobj ,aux verb prt dobj  [SEP] prop [SEP] Trying to prop up one city‚ mills was impossible when faced with the depression that spread throughout the entire industry.
ANC,naturalistic_data_academic,"A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination.""",8,say,nsubj npadvmod verb punct punct ccomp punct punct ,"nsubj npadvmod verb punct punct ccomp punct punct  [SEP] say [SEP] A final statement yesterday said: ""While some advances are being made in nations throughout the hemisphere, the state of press freedom in the Americas still must be regarded as grim as long as journalists and their families are subject to the crudest form of censorship: death by assassination."""
ANC,naturalistic_data_academic,Illiteracy rates are in fact correlated with the Mayan language itself: those who speak Spanish are more likely to be literate than those who speak Mayan alone (England 2003: 733).,0,be,nsubj verb ,nsubj verb  [SEP] be [SEP] Illiteracy rates are in fact correlated with the Mayan language itself: those who speak Spanish are more likely to be literate than those who speak Mayan alone (England 2003: 733).
ANC,naturalistic_data_academic,"A major success in the Colombian saga is the revamped constitution of 1991, which includes a section on indigenous rights, as the Congress which drafted it included representatives from native groups (Gow and Rappaport 2002: 57).",8,draft,nsubj verb PRON ,"nsubj verb PRON  [SEP] draft [SEP] A major success in the Colombian saga is the revamped constitution of 1991, which includes a section on indigenous rights, as the Congress which drafted it included representatives from native groups (Gow and Rappaport 2002: 57)."
ANC,naturalistic_data_academic,"(Rappaport 2005) Once punishments are completed, the criminal is seen as rehabilitated, having fulfilled his duty to restore harmonic order, and is welcomed back into the community (Gow and Rappaport 2002: 61, Rappaport 2005: 97).",6,complete,mark nsubjpass auxpass verb ,"mark nsubjpass auxpass verb  [SEP] complete [SEP] (Rappaport 2005) Once punishments are completed, the criminal is seen as rehabilitated, having fulfilled his duty to restore harmonic order, and is welcomed back into the community (Gow and Rappaport 2002: 61, Rappaport 2005: 97)."
ANC,naturalistic_data_academic,"For example, Struthers is a poor town with a large
Slovak population, where education is generally better than in surrounding towns, but unemployment is much higher and
pollution is widespread.",0,be,advmod nsubj verb acomp ,"advmod nsubj verb acomp  [SEP] be [SEP] For example, Struthers is a poor town with a large
Slovak population, where education is generally better than in surrounding towns, but unemployment is much higher and
pollution is widespread."
ANC,naturalistic_data_academic,"For the people of Youngstown, Black Monday was not just a historical event- it was the most important event in their lives.",0,be,PRON verb attr punct ,"PRON verb attr punct  [SEP] be [SEP] For the people of Youngstown, Black Monday was not just a historical event- it was the most important event in their lives."
ANC,naturalistic_data_academic,"I would be very surprised if his departure signals any change in strategy or change in profit expectations.""",0,be,PRON aux verb acomp advcl punct punct ,"PRON aux verb acomp advcl punct punct  [SEP] be [SEP] I would be very surprised if his departure signals any change in strategy or change in profit expectations."""
ANC,naturalistic_data_academic,"Their struggle to attain status in societies still bearing the marks of Spanish colonialism is deeply tied to their struggle to reaffirm the nature of their indigenous identity‚, and is in turn linked to the interaction of Spanish and their native languages.",6,link,auxpass prep verb prep ,"auxpass prep verb prep  [SEP] link [SEP] Their struggle to attain status in societies still bearing the marks of Spanish colonialism is deeply tied to their struggle to reaffirm the nature of their indigenous identity‚, and is in turn linked to the interaction of Spanish and their native languages."
ANC,naturalistic_data_academic,"In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed.",8,try,verb xcomp ,"verb xcomp  [SEP] try [SEP] In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed."
ANC,naturalistic_data_academic,"The translation of the Colombian constitution sparked the development of neologisms, as the goal of the translators was not to provide a direct translation of the constitution, but to recapture its spirit in a native, rather than Western discourse (Gow and Rappaport 2002: 58-59).",8,spark,nsubj verb dobj punct advcl punct npadvmod punct ,"nsubj verb dobj punct advcl punct npadvmod punct  [SEP] spark [SEP] The translation of the Colombian constitution sparked the development of neologisms, as the goal of the translators was not to provide a direct translation of the constitution, but to recapture its spirit in a native, rather than Western discourse (Gow and Rappaport 2002: 58-59)."
